106.74159	26.63073	25	6	310	1895	46	1	106.74004	26.63294	25	6	310	1895	46	1
106.74389	26.62728	25	6	310	1895	46	1	106.74159	26.63073	25	6	310	1895	46	1
106.74945	26.62982	25	6	310	1895	46	1	106.74961	26.63588	25	6	310	1895	46	1
106.76751	26.61908	25	6	310	1895	46	1	106.76001	26.61361	25	6	310	1895	46	1
106.77743	26.62453	25	6	310	1895	46	1	106.780727	26.624123	25	6	310	1895	46	1
106.780727	26.624123	25	6	310	1895	46	1	106.78138	26.62638	25	6	310	1895	46	1
106.78138	26.62638	25	6	310	1895	46	1	106.78338	26.62519	25	6	310	1895	46	1
106.78338	26.62519	25	6	310	1895	46	1	106.78138	26.62638	25	6	310	1895	46	1
106.74004	26.63294	25	6	310	1895	46	1	106.74048	26.63321	25	6	310	1895	46	1
106.73974	26.63362	25	6	310	1895	46	1	106.74004	26.63294	25	6	310	1895	46	1
106.74048	26.63321	25	6	310	1895	46	1	106.74004	26.63294	25	6	310	1895	46	1
106.74408	26.63312	25	6	310	1895	46	1	106.74159	26.63073	25	6	310	1895	46	1
106.74961	26.63588	25	6	310	1895	46	1	106.75305	26.64027	25	6	310	1895	46	1
106.75305	26.64027	25	6	310	1895	46	1	106.75416	26.64426	25	6	310	1895	46	1
106.75711	26.63209	25	6	310	1895	46	1	106.75721	26.63615	25	6	310	1895	46	1
106.75721	26.63615	25	6	310	1895	46	1	106.7573639	26.63765354	25	6	310	1895	46	1
106.7573639	26.63765354	25	6	310	1895	46	1	106.75721	26.63615	25	6	310	1895	46	1
106.761407	26.635867	25	6	310	1895	46	1	106.76111	26.63777	25	6	310	1895	46	1
106.76284	26.63451	25	6	310	1895	46	1	106.76355	26.634111	25	6	310	1895	46	1
106.76355	26.634111	25	6	310	1895	46	1	106.76284	26.63451	25	6	310	1895	46	1
106.76111	26.63777	25	6	310	1895	46	1	106.761407	26.635867	25	6	310	1895	46	1
106.75416	26.64426	25	6	310	1895	46	1	106.75305	26.64027	25	6	310	1895	46	1
106.761897	26.643239	25	6	310	1895	46	1	106.76444	26.64544	25	6	310	1895	46	1
106.76444	26.64544	25	6	310	1895	46	1	106.76589	26.64594	25	6	310	1895	46	1
106.75972	26.64972	25	6	310	1895	46	1	106.76147	26.64956	25	6	310	1895	46	1
106.76191	26.64837	25	6	310	1895	46	1	106.76147	26.64956	25	6	310	1895	46	1
106.76147	26.64956	25	6	310	1895	46	1	106.76267	26.64971	25	6	310	1895	46	1
106.76267	26.64971	25	6	310	1895	46	1	106.76308	26.64895	25	6	310	1895	46	1
106.76308	26.64895	25	6	310	1895	46	1	106.76267	26.64971	25	6	310	1895	46	1
106.76722	26.63305	25	6	310	1895	46	1	106.76972	26.63333	25	6	310	1895	46	1
106.76972	26.63333	25	6	310	1895	46	1	106.76986	26.63433	25	6	310	1895	46	1
106.76986	26.63433	25	6	310	1895	46	1	106.76972	26.63333	25	6	310	1895	46	1
106.77166	26.63416	25	6	310	1895	46	1	106.77133	26.63555	25	6	310	1895	46	1
106.77133	26.63555	25	6	310	1895	46	1	106.77166	26.63416	25	6	310	1895	46	1
106.773113	26.63424	25	6	310	1895	46	1	106.77166	26.63416	25	6	310	1895	46	1
106.77606	26.63089	25	6	310	1895	46	1	106.77565	26.63175	25	6	310	1895	46	1
106.77565	26.63175	25	6	310	1895	46	1	106.77606	26.63089	25	6	310	1895	46	1
106.77109	26.63752	25	6	310	1895	46	1	106.77133	26.63555	25	6	310	1895	46	1
106.77459	26.63748	25	6	310	1895	46	1	106.77394	26.63777	25	6	310	1895	46	1
106.77394	26.63777	25	6	310	1895	46	1	106.77459	26.63748	25	6	310	1895	46	1
106.76589	26.64594	25	6	310	1895	46	1	106.76444	26.64544	25	6	310	1895	46	1
106.77506	26.64861	25	6	310	1895	46	1	106.76589	26.64594	25	6	310	1895	46	1
106.779134	26.636691	25	6	310	1895	46	1	106.77459	26.63748	25	6	310	1895	46	1
106.79095	26.63945	25	6	310	1895	46	1	106.79218	26.64778	25	6	310	1895	46	1
106.79111	26.64861	25	6	310	1895	46	1	106.79218	26.64778	25	6	310	1895	46	1
106.79218	26.64778	25	6	310	1895	46	1	106.79111	26.64861	25	6	310	1895	46	1
106.79421	26.64795	25	6	310	1895	46	1	106.79218	26.64778	25	6	310	1895	46	1
